0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.07854,0,0,0
0.15708,0,0,0
0.23562,0,0,0
0.31416,0,0,0
0.3927,0,0,0
0.47124,0,0,0
0.54978,0,0,0
0.62832,0,0,0
0.70686,0,0,0
0.7854,0,0,0
0.86394,0,0,0
0.94248,0,0,0
1.021,0,0,0
1.0996,0,0,0
1.1781,0,0,0
1.2566,0,0,0
1.3352,0,0,0
1.4137,0,0,0
1.4923,0,0,0
1.5708,0,0,0
1.4923,0,0,0
1.4137,0,0,0
1.3352,0,0,0
1.2566,0,0,0
1.1781,0,0,0
1.0996,0,0,0
1.021,0,0,0
0.94248,0,0,0
0.86394,0,0,0
0.7854,0,0,0
0.70686,0,0,0
0.62832,0,0,0
0.54978,0,0,0
0.47124,0,0,0
0.3927,0,0,0
0.31416,0,0,0
0.23562,0,0,0
0.15708,0,0,0
0.07854,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.07854,0,0
0,0.15708,0,0
0,0.23562,0,0
0,0.31416,0,0
0,0.3927,0,0
0,0.47124,0,0
0,0.54978,0,0
0,0.62832,0,0
0,0.70686,0,0
0,0.7854,0,0
0,0.86394,0,0
0,0.94248,0,0
0,1.021,0,0
0,1.0996,0,0
0,1.1781,0,0
0,1.2566,0,0
0,1.3352,0,0
0,1.4137,0,0
0,1.4923,0,0
0,1.5708,0,0
0,1.4923,0,0
0,1.4137,0,0
0,1.3352,0,0
0,1.2566,0,0
0,1.1781,0,0
0,1.0996,0,0
0,1.021,0,0
0,0.94248,0,0
0,0.86394,0,0
0,0.7854,0,0
0,0.70686,0,0
0,0.62832,0,0
0,0.54978,0,0
0,0.47124,0,0
0,0.3927,0,0
0,0.31416,0,0
0,0.23562,0,0
0,0.15708,0,0
0,0.07854,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
