# This is a csv file defining the trajectory of a youBot in the csvplayer.
# Each column corresponds to a joint angle/length, except the last (13th) column, which corresponds to the gripper state.
# Joint order: phi, x, y, Joint1, Joint2, Joint3, Joint4, Joint5, front left wheel, front right wheel, rear right wheel, rear left wheel, gripper state
# Each row corresponds to a timestep.
 0.000000, -0.526000,  0.000000,  0.000000, -0.785000,  0.785000, -1.571000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
-0.000000, -0.526000,  0.000000, -0.000000, -0.784900,  0.784880, -1.571000, -0.000000,  0.000012,  0.000012,  0.000012,  0.000012
-0.000000, -0.526000, -0.000000, -0.000000, -0.784870,  0.784730, -1.570800, -0.000000,  0.000040,  0.000040,  0.000040,  0.000040
-0.000000, -0.526000, -0.000000, -0.000000, -0.784920,  0.784540, -1.570500, -0.000000,  0.000085,  0.000085,  0.000085,  0.000085
-0.000000, -0.525990, -0.000000, -0.000000, -0.785050,  0.784330, -1.570000, -0.000000,  0.000145,  0.000145,  0.000145,  0.000145
-0.000000, -0.525990, -0.000000, -0.000000, -0.785260,  0.784070, -1.569400, -0.000000,  0.000222,  0.000222,  0.000222,  0.000222
-0.000000, -0.525990, -0.000000, -0.000000, -0.785540,  0.783780, -1.568600, -0.000000,  0.000314,  0.000314,  0.000314,  0.000314
-0.000000, -0.525980, -0.000000, -0.000000, -0.785900,  0.783460, -1.567700,  0.000000,  0.000423,  0.000423,  0.000423,  0.000423
-0.000000, -0.525970, -0.000000, -0.000000, -0.786330,  0.783100, -1.566700,  0.000000,  0.000548,  0.000548,  0.000548,  0.000548
-0.000000, -0.525970, -0.000000, -0.000000, -0.786840,  0.782700, -1.565500,  0.000000,  0.000690,  0.000690,  0.000690,  0.000690
-0.000000, -0.525960, -0.000000, -0.000000, -0.787420,  0.782270, -1.564100,  0.000000,  0.000847,  0.000847,  0.000847,  0.000847
-0.000000, -0.525950, -0.000000, -0.000000, -0.788070,  0.781800, -1.562600, -0.000000,  0.001021,  0.001021,  0.001021,  0.001021
-0.000000, -0.525940, -0.000000, -0.000000, -0.788790,  0.781290, -1.561000,  0.000000,  0.001212,  0.001212,  0.001212,  0.001212
-0.000000, -0.525930, -0.000000, -0.000000, -0.789590,  0.780740, -1.559200,  0.000000,  0.001420,  0.001420,  0.001420,  0.001420
-0.000000, -0.525920, -0.000000, -0.000000, -0.790450,  0.780150, -1.557200, -0.000000,  0.001644,  0.001644,  0.001644,  0.001644
-0.000000, -0.525910, -0.000000, -0.000000, -0.791380,  0.779520, -1.555100, -0.000000,  0.001885,  0.001885,  0.001885,  0.001885
-0.000000, -0.525900, -0.000000, -0.000000, -0.792380,  0.778840, -1.552900, -0.000000,  0.002144,  0.002144,  0.002144,  0.002144
-0.000000, -0.525890, -0.000000, -0.000000, -0.793440,  0.778120, -1.550500, -0.000000,  0.002421,  0.002421,  0.002421,  0.002421
-0.000000, -0.525870, -0.000000, -0.000000, -0.794570,  0.777340, -1.548000, -0.000000,  0.002715,  0.002715,  0.002715,  0.002715
-0.000000, -0.525860, -0.000000, -0.000000, -0.795760,  0.776520, -1.545300, -0.000000,  0.003027,  0.003027,  0.003027,  0.003027
-0.000000, -0.525840, -0.000000, -0.000000, -0.797020,  0.775650, -1.542500, -0.000000,  0.003358,  0.003358,  0.003358,  0.003358
